Word,Neg,Pos
REPARATION,-1,0
REPARATIONS,-1,0
REPOSSESSED,-1,0
REPOSSESSES,-1,0
REPOSSESSING,-1,0
REPOSSESSION,-1,0
REPOSSESSIONS,-1,0
REPUDIATE,-1,0
REPUDIATED,-1,0
REPUDIATES,-1,0
REPUDIATING,-1,0
REPUDIATION,-1,0
REPUDIATIONS,-1,0
RESIGN,-1,0
RESIGNATION,-1,0
RESIGNATIONS,-1,0
RESIGNED,-1,0
RESIGNING,-1,0
RESIGNS,-1,0
RESOLVE,0,1
RESTATE,-1,0
RESTATED,-1,0
RESTATEMENT,-1,0
RESTATEMENTS,-1,0
RESTATES,-1,0
RESTATING,-1,0
RESTRUCTURE,-1,0
RESTRUCTURED,-1,0
RESTRUCTURES,-1,0
RESTRUCTURING,-1,0
RESTRUCTURINGS,-1,0
RETALIATE,-1,0
RETALIATED,-1,0
RETALIATES,-1,0
RETALIATING,-1,0
RETALIATION,-1,0
RETALIATIONS,-1,0
RETALIATORY,-1,0
RETRIBUTION,-1,0
RETRIBUTIONS,-1,0
REVOCATION,-1,0
REVOCATIONS,-1,0
REVOKE,-1,0
REVOKED,-1,0
REVOKES,-1,0
REVOKING,-1,0
REVOLUTIONIZE,0,1
REVOLUTIONIZED,0,1
REVOLUTIONIZES,0,1
REVOLUTIONIZING,0,1
REWARD,0,1
REWARDED,0,1
REWARDING,0,1
REWARDS,0,1
RIDICULE,-1,0
RIDICULED,-1,0
RIDICULES,-1,0
RIDICULING,-1,0
RISKIER,-1,0
RISKIEST,-1,0
RISKY,-1,0
SABOTAGE,-1,0
SACRIFICE,-1,0
SACRIFICED,-1,0
SACRIFICES,-1,0
SACRIFICIAL,-1,0
SACRIFICING,-1,0
SATISFACTION,0,1
SATISFACTORILY,0,1
SATISFACTORY,0,1
SATISFIED,0,1
SATISFIES,0,1
SATISFY,0,1
SATISFYING,0,1
SCANDALOUS,-1,0
SCANDALS,-1,0
SCRUTINIZE,-1,0
SCRUTINIZED,-1,0
SCRUTINIZES,-1,0
SCRUTINIZING,-1,0
SCRUTINY,-1,0
SECRECY,-1,0
SEIZE,-1,0
SEIZED,-1,0
SEIZES,-1,0
SEIZING,-1,0
SENTENCED,-1,0
SENTENCING,-1,0
SERIOUS,-1,0
SERIOUSLY,-1,0
SERIOUSNESS,-1,0
SETBACK,-1,0
SETBACKS,-1,0
SEVER,-1,0
SEVERE,-1,0
SEVERED,-1,0
SEVERELY,-1,0
SEVERITIES,-1,0
SEVERITY,-1,0
SHARPLY,-1,0
SHOCKED,-1,0
SHORTAGE,-1,0
SHORTAGES,-1,0
SHORTFALL,-1,0
SHORTFALLS,-1,0
SHRINKAGE,-1,0
SHRINKAGES,-1,0
SHUT,-1,0
SHUTDOWN,-1,0
SHUTDOWNS,-1,0
SHUTS,-1,0
SHUTTING,-1,0
SLANDER,-1,0
SLANDERED,-1,0
SLANDEROUS,-1,0
SLANDERS,-1,0
SLIPPAGE,-1,0
SLIPPAGES,-1,0
SLOW,-1,0
SLOWDOWN,-1,0
SLOWDOWNS,-1,0
SLOWED,-1,0
SLOWER,-1,0
SLOWEST,-1,0
SLOWING,-1,0
SLOWLY,-1,0
SLOWNESS,-1,0
SLUGGISH,-1,0
SLUGGISHLY,-1,0
SLUGGISHNESS,-1,0
SMOOTH,0,1
SMOOTHING,0,1
SMOOTHLY,0,1
SMOOTHS,0,1
SOLVENCIES,-1,0
SOLVENCY,-1,0
SOLVES,0,1
SOLVING,0,1
SPAM,-1,0
SPAMMERS,-1,0
SPAMMING,-1,0
SPECTACULAR,0,1
SPECTACULARLY,0,1
STABILITY,0,1
STABILIZATION,0,1
STABILIZATIONS,0,1
STABILIZE,0,1
STABILIZED,0,1
STABILIZES,0,1
STABILIZING,0,1
STABLE,0,1
STAGGERING,-1,0
STAGNANT,-1,0
STAGNATE,-1,0
STAGNATED,-1,0
STAGNATES,-1,0
STAGNATING,-1,0
STAGNATION,-1,0
STANDSTILL,-1,0
STANDSTILLS,-1,0
STOLEN,-1,0
STOPPAGE,-1,0
STOPPAGES,-1,0
STOPPED,-1,0
STOPPING,-1,0
STOPS,-1,0
STRAIN,-1,0
STRAINED,-1,0
STRAINING,-1,0
STRAINS,-1,0
STRENGTH,0,1
STRENGTHEN,0,1
STRENGTHENED,0,1
STRENGTHENING,0,1
STRENGTHENS,0,1
STRENGTHS,0,1
STRESS,-1,0
STRESSED,-1,0
STRESSES,-1,0
STRESSFUL,-1,0
STRESSING,-1,0
STRINGENT,-1,0
STRONG,0,1
STRONGER,0,1
STRONGEST,0,1
SUBJECTED,-1,0
SUBJECTING,-1,0
SUBJECTION,-1,0
SUBPOENA,-1,0
SUBPOENAED,-1,0
SUBPOENAS,-1,0
SUBSTANDARD,-1,0
SUCCEED,0,1
SUCCEEDED,0,1
SUCCEEDING,0,1
SUCCEEDS,0,1
SUCCESS,0,1
SUCCESSES,0,1
SUCCESSFUL,0,1
SUCCESSFULLY,0,1
SUE,-1,0
SUED,-1,0
SUES,-1,0
SUFFER,-1,0
SUFFERED,-1,0
SUFFERING,-1,0
SUFFERS,-1,0
SUING,-1,0
SUMMONED,-1,0
SUMMONING,-1,0
SUMMONS,-1,0
SUMMONSES,-1,0
SUPERIOR,0,1
SURPASS,0,1
SURPASSED,0,1
SURPASSES,0,1
SURPASSING,0,1
SUSCEPTIBILITY,-1,0
SUSCEPTIBLE,-1,0
SUSPECT,-1,0
SUSPECTED,-1,0
SUSPECTS,-1,0
SUSPEND,-1,0
SUSPENDED,-1,0
SUSPENDING,-1,0
SUSPENDS,-1,0
SUSPENSION,-1,0
SUSPENSIONS,-1,0
SUSPICION,-1,0
SUSPICIONS,-1,0
SUSPICIOUS,-1,0
SUSPICIOUSLY,-1,0
TAINT,-1,0
TAINTED,-1,0
TAINTING,-1,0
TAINTS,-1,0
TAMPERED,-1,0
TENSE,-1,0
TERMINATE,-1,0
TERMINATED,-1,0
TERMINATES,-1,0
TERMINATING,-1,0
TERMINATION,-1,0
TERMINATIONS,-1,0
TESTIFY,-1,0
TESTIFYING,-1,0
THREAT,-1,0
THREATEN,-1,0
THREATENED,-1,0
THREATENING,-1,0
THREATENS,-1,0
THREATS,-1,0
TIGHTENING,-1,0
TOLERATE,-1,0
TOLERATED,-1,0
TOLERATES,-1,0
TOLERATING,-1,0
TOLERATION,-1,0
TORTUOUS,-1,0
TORTUOUSLY,-1,0
TRAGEDIES,-1,0
TRAGEDY,-1,0
TRAGIC,-1,0
TRAGICALLY,-1,0
TRANSPARENCY,0,1
TRAUMATIC,-1,0
TREMENDOUS,0,1
TREMENDOUSLY,0,1
TROUBLE,-1,0
TROUBLED,-1,0
TROUBLES,-1,0
TURBULENCE,-1,0
TURMOIL,-1,0
UNABLE,-1,0
UNACCEPTABLE,-1,0
UNACCEPTABLY,-1,0
UNACCOUNTED,-1,0
UNANNOUNCED,-1,0
UNANTICIPATED,-1,0
UNAPPROVED,-1,0
UNATTRACTIVE,-1,0
UNAUTHORIZED,-1,0
UNAVAILABILITY,-1,0
UNAVAILABLE,-1,0
UNAVOIDABLE,-1,0
UNAVOIDABLY,-1,0
UNAWARE,-1,0
UNCOLLECTABLE,-1,0
UNCOLLECTED,-1,0
UNCOLLECTIBILITY,-1,0
UNCOLLECTIBLE,-1,0
UNCOLLECTIBLES,-1,0
UNCOMPETITIVE,-1,0
UNCOMPLETED,-1,0
UNCONSCIONABLE,-1,0
UNCONSCIONABLY,-1,0
UNCONTROLLABLE,-1,0
UNCONTROLLABLY,-1,0
UNCONTROLLED,-1,0
UNCORRECTED,-1,0
UNCOVER,-1,0
UNCOVERED,-1,0
UNCOVERING,-1,0
UNCOVERS,-1,0
UNDELIVERABLE,-1,0
UNDELIVERED,-1,0
UNDERCAPITALIZED,-1,0
UNDERCUT,-1,0
UNDERCUTS,-1,0
UNDERCUTTING,-1,0
UNDERESTIMATE,-1,0
UNDERESTIMATED,-1,0
UNDERESTIMATES,-1,0
UNDERESTIMATING,-1,0
UNDERESTIMATION,-1,0
UNDERFUNDED,-1,0
UNDERINSURED,-1,0
UNDERMINE,-1,0
UNDERMINED,-1,0
UNDERMINES,-1,0
UNDERMINING,-1,0
UNDERPAID,-1,0
UNDERPAYMENT,-1,0
UNDERPAYMENTS,-1,0
UNDERPAYS,-1,0
UNDERPERFORM,-1,0
UNDERPERFORMANCE,-1,0
UNDERPERFORMED,-1,0
UNDERPERFORMING,-1,0
UNDERPERFORMS,-1,0
UNDERPRODUCED,-1,0
UNDERPRODUCTION,-1,0
UNDERREPORTING,-1,0
UNDERSTATE,-1,0
UNDERSTATED,-1,0
UNDERSTATEMENT,-1,0
UNDERSTATEMENTS,-1,0
UNDERSTATES,-1,0
UNDERSTATING,-1,0
UNDERUTILIZATION,-1,0
UNDERUTILIZED,-1,0
UNDESIRABLE,-1,0
UNDESIRED,-1,0
UNDETECTED,-1,0
UNDETERMINED,-1,0
UNDISCLOSED,-1,0
UNDOCUMENTED,-1,0
UNDUE,-1,0
UNDULY,-1,0
UNECONOMIC,-1,0
UNECONOMICAL,-1,0
UNECONOMICALLY,-1,0
UNEMPLOYED,-1,0
UNEMPLOYMENT,-1,0
UNETHICAL,-1,0
UNETHICALLY,-1,0
UNEXCUSED,-1,0
UNEXPECTED,-1,0
UNEXPECTEDLY,-1,0
UNFAIR,-1,0
UNFAIRLY,-1,0
UNFAVORABILITY,-1,0
UNFAVORABLE,-1,0
UNFAVORABLY,-1,0
UNFAVOURABLE,-1,0
UNFEASIBLE,-1,0
UNFIT,-1,0
UNFITNESS,-1,0
UNFORESEEABLE,-1,0
UNFORESEEN,-1,0
UNFORSEEN,-1,0
UNFORTUNATE,-1,0
UNFORTUNATELY,-1,0
UNFOUNDED,-1,0
UNFRIENDLY,-1,0
UNFULFILLED,-1,0
UNFUNDED,-1,0
UNINSURED,-1,0
UNINTENDED,-1,0
UNINTENTIONAL,-1,0
UNINTENTIONALLY,-1,0
UNJUST,-1,0
UNJUSTIFIABLE,-1,0
UNJUSTIFIABLY,-1,0
UNJUSTIFIED,-1,0
UNJUSTLY,-1,0
UNKNOWING,-1,0
UNKNOWINGLY,-1,0
UNLAWFUL,-1,0
UNLAWFULLY,-1,0
UNLICENSED,-1,0
UNLIQUIDATED,-1,0
UNMARKETABLE,-1,0
UNMATCHED,0,1
UNMERCHANTABLE,-1,0
UNMERITORIOUS,-1,0
UNNECESSARILY,-1,0
UNNECESSARY,-1,0
UNNEEDED,-1,0
UNOBTAINABLE,-1,0
UNOCCUPIED,-1,0
UNPAID,-1,0
UNPARALLELED,0,1
UNPERFORMED,-1,0
UNPLANNED,-1,0
UNPOPULAR,-1,0
UNPREDICTABILITY,-1,0
UNPREDICTABLE,-1,0
UNPREDICTABLY,-1,0
UNPREDICTED,-1,0
UNPRODUCTIVE,-1,0
UNPROFITABILITY,-1,0
UNPROFITABLE,-1,0
UNQUALIFIED,-1,0
UNREALISTIC,-1,0
UNREASONABLE,-1,0
UNREASONABLENESS,-1,0
UNREASONABLY,-1,0
UNRECEPTIVE,-1,0
UNRECOVERABLE,-1,0
UNRECOVERED,-1,0
UNREIMBURSED,-1,0
UNRELIABLE,-1,0
UNREMEDIED,-1,0
UNREPORTED,-1,0
UNRESOLVED,-1,0
UNREST,-1,0
UNSAFE,-1,0
UNSALABLE,-1,0
UNSALEABLE,-1,0
UNSATISFACTORY,-1,0
UNSATISFIED,-1,0
UNSAVORY,-1,0
UNSCHEDULED,-1,0
UNSELLABLE,-1,0
UNSOLD,-1,0
UNSOUND,-1,0
UNSTABILIZED,-1,0
UNSTABLE,-1,0
UNSUBSTANTIATED,-1,0
UNSUCCESSFUL,-1,0
UNSUCCESSFULLY,-1,0
UNSUITABILITY,-1,0
UNSUITABLE,-1,0
UNSUITABLY,-1,0
UNSUITED,-1,0
UNSURE,-1,0
UNSURPASSED,0,1
UNSUSPECTED,-1,0
UNSUSPECTING,-1,0
UNSUSTAINABLE,-1,0
UNTENABLE,-1,0
UNTIMELY,-1,0
UNTRUSTED,-1,0
UNTRUTH,-1,0
UNTRUTHFUL,-1,0
UNTRUTHFULLY,-1,0
UNTRUTHFULNESS,-1,0
UNTRUTHS,-1,0
UNUSABLE,-1,0
UNWANTED,-1,0
UNWARRANTED,-1,0
UNWELCOME,-1,0
UNWILLING,-1,0
UNWILLINGNESS,-1,0
UPSET,-1,0
UPTURN,0,1
UPTURNS,0,1
URGENCY,-1,0
URGENT,-1,0
USURIOUS,-1,0
USURP,-1,0
USURPED,-1,0
USURPING,-1,0
USURPS,-1,0
USURY,-1,0
VALUABLE,0,1
VANDALISM,-1,0
VERDICT,-1,0
VERDICTS,-1,0
VERSATILE,0,1
VERSATILITY,0,1
VETOED,-1,0
VIBRANCY,0,1
VIBRANT,0,1
VICTIMS,-1,0
VIOLATE,-1,0
VIOLATED,-1,0
VIOLATES,-1,0
VIOLATING,-1,0
VIOLATION,-1,0
VIOLATIONS,-1,0
VIOLATIVE,-1,0
VIOLATOR,-1,0
VIOLATORS,-1,0
VIOLENCE,-1,0
VIOLENT,-1,0
VIOLENTLY,-1,0
VITIATE,-1,0
VITIATED,-1,0
VITIATES,-1,0
VITIATING,-1,0
VITIATION,-1,0
VOIDED,-1,0
VOIDING,-1,0
VOLATILE,-1,0
VOLATILITY,-1,0
VULNERABILITIES,-1,0
VULNERABILITY,-1,0
VULNERABLE,-1,0
VULNERABLY,-1,0
WARN,-1,0
WARNED,-1,0
WARNING,-1,0
WARNINGS,-1,0
WARNS,-1,0
WASTED,-1,0
WASTEFUL,-1,0
WASTING,-1,0
WEAK,-1,0
WEAKEN,-1,0
WEAKENED,-1,0
WEAKENING,-1,0
WEAKENS,-1,0
WEAKER,-1,0
WEAKEST,-1,0
WEAKLY,-1,0
WEAKNESS,-1,0
WEAKNESSES,-1,0
WILLFULLY,-1,0
WIN,0,1
WINNER,0,1
WINNERS,0,1
WINNING,0,1
WORRIES,-1,0
WORRY,-1,0
WORRYING,-1,0
WORSE,-1,0
WORSEN,-1,0
WORSENED,-1,0
WORSENING,-1,0
WORSENS,-1,0
WORST,-1,0
WORTHLESS,-1,0
WORTHY,0,1
WRITEDOWN,-1,0
WRITEDOWNS,-1,0
WRITEOFF,-1,0
WRITEOFFS,-1,0
WRONG,-1,0
WRONGDOING,-1,0
WRONGDOINGS,-1,0
WRONGFUL,-1,0
WRONGFULLY,-1,0
WRONGLY,-1,0
,-2355,354
